LeftP,LeftV,MiddleP,MiddleV,RightP,RightV,Heading,Waypoint,Time,LeftAccel,RightAccel
2.17391304347826E-06,0.000869565217391304,2.17391304347826E-06,0.000869565217391304,2.17391304347826E-06,0.000869565217391304,0.00157555655945885,0,0,0.173913043478261,0.173913043478261
4.31486221395258E-06,0.000428189834094864,1.08695652173913E-05,0.00260869565217391,4.31486221395258E-06,0.000428189834094864,0.00145288920784026,0,0.005,-0.0882750766592881,-0.0882750766592881
9.1320089909141E-06,0.000963429355392304,3.04347826086957E-05,0.00521739130434783,9.1320089909141E-06,0.000963429355392304,0.0011768870282225,0,0.01,0.107047904259488,0.107047904259488
1.76958635786311E-05,0.00171277091754341,6.52173913043478E-05,0.00869565217391304,1.76958635786311E-05,0.00171277091754341,0.000686214303982524,0,0.015,0.149868312430221,0.149868312430221
2.53728677220535E-05,0.00153540082868446,0.000119565217391304,0.0130434782608696,3.67811273849767E-05,0.00381705276126911,-8.04681978792132E-05,0,0.02,-0.035474017771789,0.42085636874514
8.43646892442314E-05,0.0117983643044356,0.000197826086956522,0.0182608695652174,0.000134311366190911,0.0195060477611869,-0.00118451252762952,0,0.025,2.05259269515023,3.13779899998356
0.000164658162345112,0.0160586946201761,0.000304347826086957,0.0243478260869565,0.000267061429469366,0.0265500126556909,-0.00268728314009081,0,0.03,0.852066063148099,1.4087929789008
0.000269529734356048,0.0209743144021872,0.000443478260869565,0.031304347826087,0.000440450449652476,0.0346778040366221,-0.00465016344182345,0,0.035,0.983123956402227,1.62555827618623
0.000402255798660071,0.0265452128608047,0.000619565217391304,0.0391304347826087,0.000659898633893566,0.0438896368482179,-0.0071345691734308,0,0.04,1.11417969172349,1.84236656231917
0.000566111455452989,0.0327711313585836,0.000836956521739131,0.0478260869565217,0.000930825544364963,0.0541853820942795,-0.0102019346452664,0,0.045,1.24518369955578,2.05914904921233
0.000764371630000874,0.039652034909577,0.0011,0.0573913043478261,0.00125865231746999,0.0655653546210054,-0.0139137442775024,0,0.05,1.37618071019869,2.27599450534517
0.00100031024200567,0.0471877224009587,0.00141304347826087,0.0678260869565217,0.00164880070188065,0.0780296768821316,-0.0183315288378623,0,0.055,1.50713749827634,2.49286445222524
0.0012772001341484,0.0553779784285459,0.0017804347826087,0.0791304347826087,0.00210669339278426,0.0915785381807221,-0.0235168770641678,0,0.06,1.63805120551744,2.70977225971811
0.00159831301706233,0.0642225765827859,0.00220652173913043,0.091304347826087,0.00263775443432491,0.106212208308131,-0.029531448769859,0,0.065,1.768919630848,2.9267340254818
0.00196691911366386,0.0737212193203057,0.00269565217391304,0.104347826086957,0.00324740916581532,0.121930946298081,-0.036436983492294,0,0.07,1.89972854750396,3.14374759799005
