LeftP,LeftV,MiddleP,MiddleV,RightP,RightV,Heading,Waypoint,Time
22.9925810979478,1.73228645002477,23.1550000000008,2,23.3169530698666,2.26771325140065,-9.2926739616905,2,11.8450000000005
23.001240038344,1.73178807924708,23.1650000000008,2,23.3282941279691,2.26821162049293,-9.36951097981047,2,11.8500000000005
23.0098965009254,1.73129251626801,23.1750000000008,2,23.3396376638785,2.2687071818837,-9.44648996607062,2,11.8550000000005
23.0185504998186,1.73079977864841,23.1850000000008,2,23.3509836634694,2.26919991817995,-9.52361011110331,2,11.8600000000005
23.027202049238,1.73030988387527,23.1950000000008,2,23.3623321125297,2.26968981206791,-9.60087060055569,2,11.8650000000005
23.0358511634848,1.72982284936613,23.2050000000008,2,23.3736829967613,2.27017684631162,-9.67827061511086,2,11.8700000000005
23.0444978569472,1.7293386924751,23.2150000000008,2,23.3850363017801,2.27066100375977,-9.7558093305101,2,11.8750000000005
23.0531421440983,1.72885743021925,23.2250000000008,2,23.3963920131151,2.27114226701029,-9.83348591756386,2,11.8800000000005
23.0617840394742,1.72837907517978,23.2350000000008,2,23.4077501161802,2.27162061300847,-9.91129954197837,2,11.8850000000005
23.0704235577426,1.72790365367912,23.2450000000008,2,23.4191105963649,2.27209603695011,-9.98924936500148,2,11.8900000000005
23.0790607136347,1.7274311784297,23.2550000000008,2,23.4304734389467,2.27256851635121,-10.0673345428393,2,11.8950000000005
23.0876955219329,1.72696165964393,23.2650000000008,2,23.4418386290748,2.27303802562388,-10.1455542265697,2,11.9000000000005
23.0963279975618,1.72649512576399,23.2750000000008,2,23.4532061518917,2.27350456337548,-10.2239075629976,2,11.9050000000005
23.1049581554882,1.72603158529228,23.2850000000008,2,23.4645759924026,2.27396810218926,-10.3023936937823,2,11.9100000000005
23.1135860107732,1.72557105699924,23.2950000000008,2,23.4759481355445,2.27442862837494,-10.3810117559339,2,11.9150000000005
23.1222115785655,1.72511355845218,23.3050000000008,2,23.487322566179,2.27488612689122,-10.4597608817913,2,11.9200000000005
23.1308348740912,1.72465910514714,23.3150000000008,2,23.4986992690799,2.27534058018536,-10.5386401989599,2,11.9250000000005
23.1394559126471,1.72420771118465,23.3250000000008,2,23.5100782289254,2.27579196910306,-10.6176488302813,2,11.9300000000005
23.1480747096443,1.72375939943619,23.3350000000009,2,23.5214594303569,2.27624028630263,-10.6967858942694,2,11.9350000000005
23.1566912805262,1.7233141763782,23.3450000000009,2,23.5328428578721,2.27668550303845,-10.7760505043933,2,11.9400000000005
23.1653056408512,1.7228720649906,23.3550000000009,2,23.5442284959352,2.2771276126099,-10.8554417698703,2,11.9450000000005
23.1739178062555,1.72243308086684,23.3650000000009,2,23.5556163289292,2.27756659881579,-10.9349587953638,2,11.9500000000005
23.182527792443,1.72199723749908,23.3750000000009,2,23.567006341144,2.27800244294212,-11.0146006809234,2,11.9550000000005
23.1911356151958,1.72156455056942,23.3850000000009,2,23.5783985167911,2.27843512942202,-11.0943665221231,2,11.9600000000005
23.1997412903636,1.72113503355723,23.3950000000009,2,23.5897928399913,2.2788646400463,-11.1742554099979,2,11.9650000000005
23.2083448338999,1.72070870725008,23.4050000000009,2,23.6011892948241,2.27929096656122,-11.2542664314226,2,11.9700000000005
23.2169462618196,1.72028558394166,23.4150000000009,2,23.6125878652728,2.27971408974489,-11.3343986687579,2,11.9750000000005
23.2255455902141,1.71986567890191,23.4250000000009,2,23.6239885352458,2.28013399460025,-11.4146512000292,2,11.9800000000005
23.2341428352505,1.71944900728944,23.4350000000009,2,23.6353912885772,2.28055066627634,-11.4950230989631,2,11.9850000000005
23.2427380131653,1.71903558294699,23.4450000000009,2,23.6467961090196,2.28096408847073,-11.5755134349684,2,11.9900000000005
23.2513311402678,1.71862542051506,23.4550000000009,2,23.6582029802507,2.28137424623649,-11.6561212732155,2,11.9950000000005
23.2599222329568,1.71821853779203,23.4650000000009,2,23.6696118858964,2.28178112912627,-11.7368456748294,2,12.0000000000005
23.2685113076962,1.7178149478875,23.4750000000009,2,23.6810228095003,2.2821847207841,-11.8176856967143,2,12.0050000000005
23.277098381023,1.71741466534885,23.4850000000009,2,23.6924357345357,2.28258500708185,-11.8986403916662,2,12.0100000000005
23.285683469509,1.71701769720198,23.4950000000009,2,23.7038506443567,2.28298196419427,-11.9797088080635,2,12.0150000000005
23.29426658986,1.71662407020817,23.5050000000009,2,23.7152675223311,2.28337559487933,-12.0608899908447,2,12.0200000000005
23.3028477588179,1.71623379158144,23.5150000000009,2,23.7266863517122,2.2837658762287,-12.1421829806347,2,12.0250000000005
23.3114269931716,1.71584687073055,23.5250000000009,2,23.7381071156551,2.28415278857824,-12.2235868138938,2,12.0300000000005
23.3200043098364,1.71546333296803,23.5350000000009,2,23.749529797324,2.28453633377764,-12.3051005237214,2,12.0350000000005
23.3285797257272,1.71508317814533,23.5450000000009,2,23.7609543797246,2.28491648012815,-12.3867231386974,2,12.0400000000005
23.3371532578831,1.71470643118904,23.5550000000009,2,23.7723808458729,2.28529322966325,-12.4684536841228,2,12.0450000000005
23.3457249233906,1.71433310149566,23.5650000000009,2,23.7838091786934,2.28566656409661,-12.5502911813336,2,12.0500000000005
23.3542947393599,1.71396319385537,23.5750000000009,2,23.7952393609902,2.28603645934825,-12.6322346475299,2,12.0550000000005
23.3628627230373,1.71359673548628,23.5850000000009,2,23.8066713755982,2.28640292161092,-12.7142830969004,2,12.0600000000005
23.3714288916937,1.71323373127198,23.5950000000009,2,23.8181052052365,2.28676592766344,-12.7964355396079,2,12.0650000000005
23.3799932626634,1.71287419395668,23.6050000000009,2,23.8295408325622,2.28712546513696,-12.8786909822183,2,12.0700000000005
23.3885558533441,1.71251813612332,23.6150000000009,2,23.8409782401714,2.28748152182891,-12.9610484277471,2,12.0750000000005
23.3971166811949,1.71216557015981,23.6250000000009,2,23.8524174105997,2.2878340856566,-13.0435068757046,2,12.0800000000005
23.4056757637378,1.71181650857909,23.6350000000009,2,23.8638583263251,2.2881831450897,-13.1260653221573,2,12.0850000000005
23.4142331185536,1.71147096316769,23.6450000000009,2,23.8753009697652,2.28852868802785,-13.2087227597499,2,12.0900000000005
23.4227887632843,1.71112894613246,23.6550000000009,2,23.8867453232818,2.28887070331688,-13.2914781777811,2,12.0950000000005
23.4313427156304,1.71079046923208,23.6650000000009,2,23.8981913691799,2.28920917961362,-13.3743305622405,2,12.1000000000005
23.4398949933511,1.71045554413215,23.6750000000009,2,23.9096390897092,2.28954410585276,-13.4572788958614,2,12.1050000000005
