LeftP,LeftV,MiddleP,MiddleV,RightP,RightV,Heading,Waypoint,Time,LeftAccel,RightAccel
2.17391304347826E-06,0.000869565217391304,2.17391304347826E-06,0.000869565217391304,2.17391304347826E-06,0.000869565217391304,-39.9996805950553,0,0,0.173913043478261,0.173913043478261
3.31637122816188E-06,0.000228491636936725,1.08695652173913E-05,0.00260869565217391,3.31637122787643E-06,0.000228491636879634,-39.9997460530875,0,0.005,-0.128214716090916,-0.128214716102334
5.88686312533252E-06,0.000514098379434127,3.04347826086957E-05,0.00521739130434783,5.88686312533252E-06,0.000514098379491217,-39.9998933314245,0,0.01,0.0571213484994804,0.0571213485223166
2.19291748676741E-05,0.00320846234846832,6.52173913043478E-05,0.00869565217391304,3.10684322853417E-05,0.00503631383200184,-40.0001551518634,0,0.015,0.538872793806839,0.904443090502125
6.91373036820061E-05,0.00944162576286639,0.000119565217391304,0.0130434782608696,9.25559569514172E-05,0.0122975049332151,-40.0005642264215,0,0.02,1.24663268287961,1.45223822024265
0.000137117754526946,0.0135960901689881,0.000197826086956522,0.0182608695652174,0.000181097244045972,0.0177082574189109,-40.0011532509918,0,0.025,0.830892881224338,1.08215049713917
0.000229648120206671,0.018506073135945,0.000304347826086957,0.0243478260869565,0.00030161036083237,0.0241026233572796,-40.0019548977606,0,0.03,0.981996593391384,1.27887318767373
0.000350506566261291,0.0241716892109239,0.000443478260869565,0.031304347826087,0.000459012788165616,0.0314804854666492,-40.0030018057075,0,0.035,1.13312321499578,1.47557242187392
0.000503472027484485,0.0305930922446388,0.000619565217391304,0.0391304347826087,0.000658221238147992,0.0398416899964753,-40.0043265697515,0,0.04,1.28428060674299,1.67224090596522
0.000692324429260126,0.0377704803551281,0.00083695652173913,0.0478260869565217,0.000904151441586996,0.0491860406878008,-40.0059617283212,0,0.045,1.43547762209785,1.86887013826511
0.000920844927877859,0.0457040997235467,0.0011,0.0573913043478261,0.00120171789763292,0.0595132912091846,-40.0079397492978,0,0.05,1.58672387368372,2.06545010427676
0.00119281618143118,0.0543942507106636,0.00141304347826087,0.0678260869565217,0.00155583360081238,0.0708231406358912,-40.010293014435,0,0.055,1.73803019742337,2.26196988534131
0.00151202265128145,0.0638412939700543,0.0017804347826087,0.0791304347826087,0.00197140974546604,0.0831152289307337,-40.0130538022549,0,0.06,1.88940865187814,2.45841765896851
0.00188225091703667,0.074045653151044,0.00220652173913043,0.0913043478260869,0.00245335538548247,0.0963891280032858,-40.016254269277,0,0.065,2.04087183619794,2.65477981451042
0.0023072900561489,0.085007827822446,0.00269565217391304,0.104347826086957,0.0030065771159174,0.110644346086985,-40.0199264300226,0,0.07,2.19243493428041,2.85104361673989
