LeftP,LeftV,MiddleP,MiddleV,RightP,RightV,Heading,Waypoint,Time,LeftAccel,RightAccel
2.17391304347826E-06,0.000869565217391304,2.17391304347826E-06,0.000869565217391304,2.17391304347826E-06,0.000869565217391304,-0.00144131219525434,0,0,0.173913043478261,0.173913043478261
3.53408443207289E-06,0.000272034277718925,1.08695652173913E-05,0.00260869565217391,3.53408443207289E-06,0.000272034277718925,-0.00136338011527926,0,0.005,-0.119506187934476,-0.119506187934476
6.59448361845965E-06,0.000612079837277353,3.04347826086957E-05,0.00521739130434783,6.59448361845965E-06,0.000612079837277353,-0.00118803215826802,0,0.01,0.0680091119116855,0.0680091119116855
1.20352396497151E-05,0.00108815120625109,6.52173913043478E-05,0.00869565217391304,1.20352396497151E-05,0.00108815120625109,-0.000876299800324887,0,0.015,0.0952142737947478,0.0952142737947478
2.05365397645499E-05,0.00170026002296696,0.000119565217391304,0.0130434782608696,2.05365397645499E-05,0.00170026002296696,-0.000389211183374982,0,0.02,0.122421763343174,0.122421763343174
6.76138079648205E-05,0.00941545364005411,0.000197826086956522,0.0182608695652174,4.31293640362022E-05,0.00451856485433045,0.000312216467065696,0,0.025,1.54303872341743,0.563660966272698
0.000190799065045632,0.0246370514161623,0.000304347826086957,0.0243478260869565,0.000132987283571272,0.0179715839070139,0.00126697435896972,0,0.03,3.04431955522163,2.6906038105367
0.000351696017855696,0.0321793905620129,0.000443478260869565,0.031304347826087,0.000250351690715594,0.0234728814288645,0.00251408992804159,0,0.035,1.50846782917013,1.10025950437011
0.000555333019471819,0.0407274003232245,0.000619565217391304,0.0391304347826087,0.000398888362741959,0.0297073344052729,0.00409259809572404,0,0.04,1.70960195224232,1.24689059528168
0.000806740291101503,0.0502814543259369,0.000836956521739131,0.0478260869565217,0.000582263459197348,0.0366750192910778,0.00604157635011404,0,0.045,1.91081080054248,1.39353697716099
0.00111094871353446,0.060841684486592,0.0011,0.0573913043478261,0.000804142396622994,0.0443757874851293,0.00840014236047182,0,0.05,2.11204603213101,1.54015363881031
0.0014729891624559,0.0724080897842873,0.00141304347826087,0.0678260869565217,0.00106818909279065,0.0528093392335303,0.0112074565864759,0,0.055,2.31328105953907,1.68671034968019
0.00189789356238418,0.0849808799856564,0.0017804347826087,0.0791304347826087,0.00137806643703743,0.0619754688493563,0.0145027389971233,0,0.06,2.51455804027382,1.83322592316521
0.00239069724702185,0.0985607369275342,0.00220652173913043,0.091304347826087,0.00173743768548008,0.0718742496885309,0.0183252967198939,0,0.065,2.71597138837555,1.97975616783491
0.00295643360085713,0.113147270767055,0.00269565217391304,0.104347826086957,0.00214996219955369,0.0825049028147212,0.0227144926158473,0,0.07,2.9173067679042,2.12613062523806
0.00360013924274637,0.128741128377848,0.00325217391304348,0.118260869565217,0.00261929884459619,0.0938673290084996,0.0277097964160617,0,0.075,3.11877152215864,2.27248523875569
0.00432685451774867,0.145343055000459,0.0038804347826087,0.13304347826087,0.00314910593807807,0.105961418696376,0.0333508002946985,0,0.08,3.32038532452217,2.41881793757531
0.00514161866173294,0.162952828796855,0.00458478260869565,0.148695652173913,0.00374303728593402,0.118786269571191,0.0396771938960256,0,0.085,3.52195475927909,2.56497017496295
0.00604947510119963,0.181571287893339,0.0053695652173913,0.165217391304348,0.00440474557961733,0.132341658736663,0.046728818844656,0,0.09,3.72369181929681,2.71107783309432
0.0070554707323885,0.201199126237773,0.00623913043478261,0.182608695652174,0.00513788137394533,0.1466271588656,0.0545456773760975,0,0.095,3.92556766888681,2.85710002578752
0.00816465280390696,0.221836414303692,0.00719782608695652,0.200869565217391,0.00594609028989019,0.161641783188971,0.0631679231647695,0,0.1,4.12745761318381,3.00292486467411
0.00938207466176336,0.243484371571282,0.00825,0.22,0.0068330166459707,0.177385271216103,0.0726359218754595,0,0.105,4.32959145351794,3.14869760542651
0.0107127914286968,0.266143353386678,0.0094,0.24,0.00780229972408255,0.193856615622369,0.0829902343612048,0,0.11,4.53179636307928,3.29426888125312
0.0121618635225049,0.289814418761631,0.0106521739130435,0.260869565217391,0.00885757571639446,0.211055198462384,0.0942716616816597,0,0.115,4.73421307499052,3.43971656800296
0.0137343545618598,0.31449820787097,0.0120108695652174,0.282608695652174,0.0100024755520925,0.228979967139612,0.106521247368207,0,0.12,4.93675782186789,3.58495373544563
0.0154353341541001,0.340195918448069,0.0134804347826087,0.305217391304348,0.0112406262476947,0.247630139120427,0.119780318604825,0,0.125,5.13954211541975,3.73003439616301
0.01726987678509,0.366908526197989,0.0150652173913043,0.328695652173913,0.012575649385846,0.267004627630269,0.134090498004113,0,0.13,5.34252154998398,3.87489770196835
0.019243061006536,0.394636844289188,0.0167695652173913,0.35304347826087,0.0140111597786887,0.287102078568543,0.149493718617293,0,0.135,5.54566361823987,4.01949018765489
0.0213599748059858,0.423382759889957,0.0185978260869565,0.378260869565217,0.0155507685946013,0.307921763182508,0.166032288198991,0,0.14,5.74918312015372,4.163936922793
0.0236257091244757,0.453146863697987,0.020554347826087,0.404347826086957,0.0171980778270966,0.32946184649906,0.18374886195582,0,0.145,5.95282076160606,4.30801666331032
0.0260453637892159,0.483930932948035,0.0226434782608696,0.431304347826087,0.018956683759297,0.351721186440086,0.202686513255514,0,0.15,6.15681385000963,4.45186798820528
0.0286240456892019,0.515736379997209,0.0248695652173913,0.459130434782609,0.02083017474841,0.374698197822607,0.222888744832176,0,0.155,6.36108940983474,4.59540227650412
0.0313668718036213,0.548565222883878,0.0272369565217391,0.487826086956522,0.0228221324992298,0.398391550163956,0.244399539060581,0,0.16,6.56576857733384,4.7386704682699
0.0342789634550698,0.5824183302897,0.02975,0.517391304347826,0.0249361269247539,0.422798885104811,0.267263340555573,0,0.165,6.77062148116441,4.88146698817089
0.0373654559970198,0.617298508389995,0.0324130434782609,0.547826086956522,0.0271757221748668,0.447919050022598,0.291525160988485,0,0.17,6.97603562005904,5.02403298355744
0.0406314902035111,0.653206841298259,0.0352304347826087,0.579130434782609,0.0295444693372966,0.473749432485951,0.317230541522335,0,0.175,7.18166658165278,5.16607649267056
0.0440822220538472,0.690146370067217,0.0382065217391304,0.611304347826087,0.0320459124454349,0.500288621627665,0.344425661011215,0,0.18,7.38790575379167,5.30783782834292
0.0477228139547951,0.728118380189586,0.041345652173913,0.644347826086957,0.0346835809755068,0.527533706014376,0.373157299475366,0,0.185,7.59440202447379,5.44901687734218
0.0515584434856817,0.767125906177321,0.0446521739130435,0.678260869565217,0.0374609950039154,0.55548280568171,0.403472940882651,0,0.19,7.80150519754697,5.58981993346686
0.0555942990541205,0.807171113687759,0.0481304347826087,0.71304347826087,0.0403816608266268,0.584133164542294,0.435420774189751,0,0.195,8.00904150208748,5.73007177211682
0.0598355836194132,0.848256913058533,0.0517847826086957,0.748695652173913,0.0434490723739052,0.613482309455667,0.469049759480711,0,0.2,8.21715987415479,5.86982898267459
0.0642875125169422,0.890385779505815,0.0556195652173913,0.785217391304348,0.0466667083023341,0.643527185685788,0.504409648947913,0,0.205,8.42577328945653,6.00897524602422
